,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,chembl_id.type,chembl_id,refDOI.type,refDOI,structure_cas.type,structure_cas
55,uri,http://www.wikidata.org/entity/Q10924975,uri,http://www.wikidata.org/entity/Q27135918,literal,Kadsura coccinea,literal,HIGLJZHMTBHEQS-ULEIZWEFSA-N,literal,CC=C(C)C(=O)OC1C(C(C(C2=CC3=C(C(=C2C4=C(C(=C(C=C14)OC)OC)OC)OC)OCO3)OC(=O)C)C)C,literal,554572-1,en,literal,ananolignan L,literal,CHEMBL1782120,literal,10.1021/NP1009288,,
56,uri,http://www.wikidata.org/entity/Q11066007,uri,http://www.wikidata.org/entity/Q104394435,literal,Kadsura heteroclita,literal,BQCSILLZKUEZCI-VXLYETTFSA-N,literal,O=C(O)C(=CCCC(C)C1C(=C)C2C=C3C(CCC4C(C(=O)CCC34C)(C)C)C2(C)CC1)C,literal,554576-1,en,literal,"(2E)-6-{4,4,6b,11b-tetramethyl-10-methylidene-3-oxo-1H,2H,4aH,5H,6H,6aH,7H,8H,9H,10aH-cyclohexa[a]fluoren-9-yl}-2-methylhept-2-enoic acid",,,literal,10.1055/S-2006-962011,,
57,uri,http://www.wikidata.org/entity/Q11066007,uri,http://www.wikidata.org/entity/Q104394435,literal,Kadsura heteroclita,literal,BQCSILLZKUEZCI-VXLYETTFSA-N,literal,O=C(O)C(=CCCC(C)C1C(=C)C2C=C3C(CCC4C(C(=O)CCC34C)(C)C)C2(C)CC1)C,literal,554576-1,en,literal,"(2E)-6-{4,4,6b,11b-tetramethyl-10-methylidene-3-oxo-1H,2H,4aH,5H,6H,6aH,7H,8H,9H,10aH-cyclohexa[a]fluoren-9-yl}-2-methylhept-2-enoic acid",,,literal,10.1055/S-2006-962012,,
58,uri,http://www.wikidata.org/entity/Q10924975,uri,http://www.wikidata.org/entity/Q27106787,literal,Kadsura coccinea,literal,RTZKSTLPRTWFEV-QWHCGFSZSA-N,literal,CC1CC2=CC3=C(C(=C2C4=C(C(=C(C=C4CC1C)OC)OC)OC)OC)OCO3,literal,554572-1,en,literal,Gomisin L1 methyl ether,literal,CHEMBL513752,literal,10.1055/S-2007-969495,literal,82467-51-4
59,uri,http://www.wikidata.org/entity/Q10924975,uri,http://www.wikidata.org/entity/Q110173022,literal,Kadsura coccinea,literal,BYWYHNJXDVXTHJ-UHFFFAOYSA-N,literal,O=C(OC1C=2C=C(OC)C(OC)=C(OC)C2C3=C(OC)C=4OCOC4C=C3C(OC(=O)C(C)C)C(C)C1C)C,literal,554572-1,en,literal,"(8-Acetyloxy-3,4,5,19-tetramethoxy-9,10-dimethyl-15,17-dioxatetracyclo[10.7.0.02,7.014,18]nonadeca-1(19),2,4,6,12,14(18)-hexaen-11-yl) 2-methylpropanoate",,,literal,10.1021/NP1009288,,
60,uri,http://www.wikidata.org/entity/Q10932548,uri,http://www.wikidata.org/entity/Q104979935,literal,Kadsura polysperma,literal,DHEJPJNTSRRHQW-KUPIUBBWSA-N,literal,O=C1OC(C)(C)C2C=CC3=C(C=C2C=C1)CC(OC(=O)C)C4(C)C(CCC34C)C(C)C5OC(=O)C(=CC5)C,literal,554592-1,en,literal,Polysperlactone A,,,literal,10.1002/HLCA.200790124,,
61,uri,http://www.wikidata.org/entity/Q11066007,uri,http://www.wikidata.org/entity/Q104921221,literal,Kadsura heteroclita,literal,AYMKCFZZJXCHQJ-OCNIZCTASA-N,literal,O=C(OC1C2=CC=3OCOC3C=4OCC5(C(=O)C(OC)=C(OC)C=C5CC(C)C1C)C42)C,literal,554576-1,en,literal,"[(1S,12S,13S,14S)-18,19-dimethoxy-13,14-dimethyl-20-oxo-3,6,8-trioxapentacyclo[9.9.1.01,16.04,21.05,9]henicosa-4(21),5(9),10,16,18-pentaen-12-yl] acetate",,,literal,10.1016/J.PHYTOCHEM.2007.11.019,,
62,uri,http://www.wikidata.org/entity/Q10924975,uri,http://www.wikidata.org/entity/Q27135907,literal,Kadsura coccinea,literal,RGJPPASWKJBDTJ-XJSVZPCESA-N,literal,CC1C(C(C2=CC(=C(C(=C2C3=C(C4=C(C=C3C1O)OCO4)OC)OC)OC)OC)O)C,literal,554572-1,en,literal,ananolignan C,literal,CHEMBL1782111,literal,10.1021/NP1009288,,
63,uri,http://www.wikidata.org/entity/Q10932548,uri,http://www.wikidata.org/entity/Q104968137,literal,Kadsura polysperma,literal,CQMNBAQXESFULW-KYQDYEABSA-N,literal,O=C1OC(C)(C)C2C(C=C1)=CC3=C(CC2)C4(C)CCC(C(C)C5OC(=O)C(=CC5)C)C4(C)C(OC(=O)C)C3,literal,554592-1,en,literal,"[(9R,13S,16R,17R,18S)-8,8,13,17-tetramethyl-16-[(1S)-1-[(2R)-5-methyl-6-oxo-2,3-dihydropyran-2-yl]ethyl]-6-oxo-7-oxatetracyclo[10.7.0.03,9.013,17]nonadeca-1(12),2,4-trien-18-yl] acetate",,,literal,10.1002/HLCA.200790124,,
64,uri,http://www.wikidata.org/entity/Q10924975,uri,http://www.wikidata.org/entity/Q105340499,literal,Kadsura coccinea,literal,XRIHZHOYMJHOPT-YTYFRUSZSA-N,literal,O=C(O)CCC1(C2=CCC3(C)C(CCC3(C)C2CCC1C(=C)C)C(C)CCC=C(C)C)C,literal,554572-1,en,literal,"3-[(3R,3aR,6S,7S,9aS,9bS)-3a,6,9b-trimethyl-3-[(2S)-6-methylhept-5-en-2-yl]-7-prop-1-en-2-yl-1,2,3,4,7,8,9,9a-octahydrocyclopenta[a]naphthalen-6-yl]propanoic acid",,,literal,10.1021/NP700739T,,
65,uri,http://www.wikidata.org/entity/Q10932548,uri,http://www.wikidata.org/entity/Q105172137,literal,Kadsura polysperma,literal,MUCIZQPDVJGGHM-AVWVULEJSA-N,literal,O=C(OC1=C(OC)C(OC)=CC2=C1C3=C(OC)C(OC)=C(OC)C=C3C(O)C(C)C(C)C2OC(=O)C(=CC)C)C(=CC)C,literal,554592-1,en,literal,Polysperlignan I,,,literal,10.1021/NP200937H,,
66,uri,http://www.wikidata.org/entity/Q10924975,uri,http://www.wikidata.org/entity/Q27135919,literal,Kadsura coccinea,literal,BEKCLGHIGPWWEG-KDTPNPLXSA-N,literal,CC=C(C)C(=O)OC1C(C(C(C2=CC3=C(C(=C2C4=C(C(=C(C=C14)OC)OC)OC)OC)OCO3)OC(=O)C(C)C)C)C,literal,554572-1,en,literal,ananolignan M,literal,CHEMBL1782121,literal,10.1021/NP1009288,,
67,uri,http://www.wikidata.org/entity/Q11066007,uri,http://www.wikidata.org/entity/Q104958323,literal,Kadsura heteroclita,literal,CGWKMZYZZCWGCK-MJKICFMPSA-N,literal,O=C(OC1C2=CC=3OCOC3C=4OCC5(C(=O)C(OC)=C(OC)C=C5CC(C)C1C)C42)C(=CC)C,literal,554576-1,en,literal,"[(1S,12S,13R,14R)-18,19-dimethoxy-13,14-dimethyl-20-oxo-3,6,8-trioxapentacyclo[9.9.1.01,16.04,21.05,9]henicosa-4(21),5(9),10,16,18-pentaen-12-yl] (E)-2-methylbut-2-enoate",,,literal,10.1248/CPB.40.1510,,
68,uri,http://www.wikidata.org/entity/Q11066007,uri,http://www.wikidata.org/entity/Q104958323,literal,Kadsura heteroclita,literal,CGWKMZYZZCWGCK-MJKICFMPSA-N,literal,O=C(OC1C2=CC=3OCOC3C=4OCC5(C(=O)C(OC)=C(OC)C=C5CC(C)C1C)C42)C(=CC)C,literal,554576-1,en,literal,"[(1S,12S,13R,14R)-18,19-dimethoxy-13,14-dimethyl-20-oxo-3,6,8-trioxapentacyclo[9.9.1.01,16.04,21.05,9]henicosa-4(21),5(9),10,16,18-pentaen-12-yl] (E)-2-methylbut-2-enoate",,,literal,10.1021/NP0105127,,
69,uri,http://www.wikidata.org/entity/Q10932548,uri,http://www.wikidata.org/entity/Q105027603,literal,Kadsura polysperma,literal,HFXDDWNNHDACFM-KZFNYMMPSA-N,literal,O=C(OC1C=2C=C(OC)C(OC)=C(OC)C2C3=C(OC)C=4OCOC4C=C3C(OC(=O)C(=CC)C)C(C)C1C)C(=CC)C,literal,554592-1,en,literal,Polysperlignan D,,,literal,10.1021/NP200937H,,
70,uri,http://www.wikidata.org/entity/Q10924975,uri,http://www.wikidata.org/entity/Q105352748,literal,Kadsura coccinea,literal,YREZDJJVCCDBTG-AHGMELFKSA-N,literal,O=C(OC1C=2C=C(OC)C(OC)=C(OC)C2C3=C(OC)C=4OCOC4C=C3C(O)C(C)C1C)C(=CC)C,literal,554572-1,en,literal,"[(8S,9S,10R,11S)-11-hydroxy-3,4,5,19-tetramethoxy-9,10-dimethyl-15,17-dioxatetracyclo[10.7.0.02,7.014,18]nonadeca-1(19),2,4,6,12,14(18)-hexaen-8-yl] (E)-2-methylbut-2-enoate",,,literal,10.1016/S0031-9422(01)00319-3,,
71,uri,http://www.wikidata.org/entity/Q11066007,uri,http://www.wikidata.org/entity/Q104995337,literal,Kadsura heteroclita,literal,FHMHZILQWWQUCO-UTQYRBOUSA-N,literal,O=C1OC(C)(C)C2CCC3C4(C)CCC(C(C)C5OC(=O)C(=CC5)C)C4(C)CCC63CC26C=C1,literal,554576-1,en,literal,Schisanlactone B,,,literal,10.1055/S-2005-916263,,
72,uri,http://www.wikidata.org/entity/Q11066007,uri,http://www.wikidata.org/entity/Q104996412,literal,Kadsura heteroclita,literal,FJYDJZLXDUNZAK-URVUPFPESA-N,literal,O=C1OC(CC=C1C)C(C)C2CC(OC(=O)C)C3(C)C4CCC(C(=C)C)C5(CCC(=O)OC)CC45CCC23C,literal,554576-1,en,literal,"methyl 3-[(1S,4R,5R,7S,8S,9R,12S,13R)-7-acetyloxy-4,8-dimethyl-5-[(1S)-1-[(2R)-5-methyl-6-oxo-2,3-dihydropyran-2-yl]ethyl]-12-prop-1-en-2-yl-13-tetracyclo[7.5.0.01,13.04,8]tetradecanyl]propanoate",,,literal,10.1055/S-2005-916263,,
73,uri,http://www.wikidata.org/entity/Q10924975,uri,http://www.wikidata.org/entity/Q105350700,literal,Kadsura coccinea,literal,YMROIYYFBRDJOJ-YLOJGFRUSA-N,literal,O=C1OC(C)(C)C2C(C=C1)=CC3(O)CC4C(=C)C(O)(CCC4(C)C3CC2O)C(C)C5OC(=O)C(=CC5)C,literal,554572-1,en,literal,longipedlactoneH,,,literal,10.1021/NP900506G,,
74,uri,http://www.wikidata.org/entity/Q10924975,uri,http://www.wikidata.org/entity/Q105352749,literal,Kadsura coccinea,literal,YREZDJJVCCDBTG-NRQYNQPASA-N,literal,O=C(OC1C=2C=C(OC)C(OC)=C(OC)C2C3=C(OC)C=4OCOC4C=C3C(O)C(C)C1C)C(=CC)C,literal,554572-1,en,literal,"[(8S,9S,10R,11R)-11-hydroxy-3,4,5,19-tetramethoxy-9,10-dimethyl-15,17-dioxatetracyclo[10.7.0.02,7.014,18]nonadeca-1(19),2,4,6,12,14(18)-hexaen-8-yl] (E)-2-methylbut-2-enoate",,,literal,10.1016/S0031-9422(01)00319-3,,
75,uri,http://www.wikidata.org/entity/Q11066007,uri,http://www.wikidata.org/entity/Q104972839,literal,Kadsura heteroclita,literal,CZJGIRIZNYBNHX-QCWIFORLSA-N,literal,O=C(OC1C=2C=C(OC)C(OC)=C(OC)C2C3=C(OC)C=4OCOC4C=C3C(OC(=O)CC)C(C)C1(O)C)C(=CC)C,literal,554576-1,en,literal,"[(8S,9S,10S,11R)-9-hydroxy-3,4,5,19-tetramethoxy-9,10-dimethyl-11-propanoyloxy-15,17-dioxatetracyclo[10.7.0.02,7.014,18]nonadeca-1(19),2,4,6,12,14(18)-hexaen-8-yl] (Z)-2-methylbut-2-enoate",,,literal,10.1055/S-2005-916213,,
76,uri,http://www.wikidata.org/entity/Q10932548,uri,http://www.wikidata.org/entity/Q105229210,literal,Kadsura polysperma,literal,QWIXWIQRZHRKNQ-WCTXSVLRSA-N,literal,O=C(OC1C2=CC=3OCOC3C(OC)=C2C=4C(OC)=C(OC)C(OC)=CC4CC(C)C1C)C=CC=5C=CC=CC5,literal,554592-1,en,literal,Polysperlignan F,,,literal,10.1021/NP200937H,,
77,uri,http://www.wikidata.org/entity/Q10924975,uri,http://www.wikidata.org/entity/Q105341225,literal,Kadsura coccinea,literal,XSSPOOYIFPEICN-UBPUADAZSA-N,literal,O=C1OC(CC=C1C)C(C)C2C(=C)C3CC45OOC6CC(=O)OC(C)(C)C(C(OC(=O)C)CC4C3(C)CC2)C6(O)C5,literal,554572-1,en,literal,"[(1R,3S,5S,8R,9S,11R,12R,17R,21R)-21-hydroxy-8,13,13-trimethyl-4-methylidene-5-[(1R)-1-[(2R)-5-methyl-6-oxo-2,3-dihydropyran-2-yl]ethyl]-15-oxo-14,18,19-trioxapentacyclo[10.7.2.01,9.03,8.017,21]henicosan-11-yl] acetate",,,literal,10.1021/NP900506G,,
78,uri,http://www.wikidata.org/entity/Q10932548,uri,http://www.wikidata.org/entity/Q15426250,literal,Kadsura polysperma,literal,QUGMSTJBNZWXQS-SQHYZVFZSA-N,literal,CC1CC2=CC(=C(C(=C2C3=C(C4=C(C=C3C(C1C)OC(=O)C)OCO4)OC)OC)OC)OC,literal,554592-1,en,literal,kadsurin,literal,CHEMBL559796,literal,10.1021/NP200937H,literal,51670-40-7
79,uri,http://www.wikidata.org/entity/Q10932548,uri,http://www.wikidata.org/entity/Q105345969,literal,Kadsura polysperma,literal,YBOYAYYCPCFQMW-BMBAKPTOSA-N,literal,O=C(OC1C2=CC=3OCOC3C(OC)=C2C=4C(OC)=C(OC)C(OC)=CC4C(OC(=O)C)C(C)C1C)C(=CC)C,literal,554592-1,en,literal,Polysperlignan B,,,literal,10.1021/NP200937H,,
80,uri,http://www.wikidata.org/entity/Q10932548,uri,http://www.wikidata.org/entity/Q105229205,literal,Kadsura polysperma,literal,QWIXWIQRZHRKNQ-BIALHBOASA-N,literal,O=C(OC1C2=CC=3OCOC3C(OC)=C2C=4C(OC)=C(OC)C(OC)=CC4CC(C)C1C)C=CC=5C=CC=CC5,literal,554592-1,en,literal,"[(9R,10R,11R)-3,4,5,19-tetramethoxy-9,10-dimethyl-15,17-dioxatetracyclo[10.7.0.02,7.014,18]nonadeca-1(19),2,4,6,12,14(18)-hexaen-11-yl] 3-phenylprop-2-enoate",,,literal,10.1021/NP200937H,,
81,uri,http://www.wikidata.org/entity/Q10924975,uri,http://www.wikidata.org/entity/Q27135906,literal,Kadsura coccinea,literal,AMQMJZAWJCIUQK-OABGYEMISA-N,literal,CC1C(C(=O)C2=CC(=C(C(=C2C3=C(C4=C(C=C3C1OC(=O)C)OCO4)OC)OC)OC)OC)C,literal,554572-1,en,literal,ananolignan B,literal,CHEMBL1782110,literal,10.1021/NP1009288,,
82,uri,http://www.wikidata.org/entity/Q10932548,uri,http://www.wikidata.org/entity/Q104997811,literal,Kadsura polysperma,literal,FMEQLOQKWWMQQN-HTGLOVNISA-N,literal,O=C(OC1=C(OC)C(OC)=CC2=C1C3=C(OC)C=4OCOC4C=C3C(O)C(C)C(C)C2)C,literal,554592-1,en,literal,"[(9R,10R,11S)-11-hydroxy-4,5,19-trimethoxy-9,10-dimethyl-15,17-dioxatetracyclo[10.7.0.02,7.014,18]nonadeca-1(19),2,4,6,12,14(18)-hexaen-3-yl] acetate",,,literal,10.1021/NP200937H,,
83,uri,http://www.wikidata.org/entity/Q11066007,uri,http://www.wikidata.org/entity/Q104979935,literal,Kadsura heteroclita,literal,DHEJPJNTSRRHQW-KUPIUBBWSA-N,literal,O=C1OC(C)(C)C2C=CC3=C(C=C2C=C1)CC(OC(=O)C)C4(C)C(CCC34C)C(C)C5OC(=O)C(=CC5)C,literal,554576-1,en,literal,Polysperlactone A,,,literal,10.1002/MRC.2000,,
84,uri,http://www.wikidata.org/entity/Q11066007,uri,http://www.wikidata.org/entity/Q104979935,literal,Kadsura heteroclita,literal,DHEJPJNTSRRHQW-KUPIUBBWSA-N,literal,O=C1OC(C)(C)C2C=CC3=C(C=C2C=C1)CC(OC(=O)C)C4(C)C(CCC34C)C(C)C5OC(=O)C(=CC5)C,literal,554576-1,en,literal,Polysperlactone A,,,literal,10.1002/HLCA.200790124,,
85,uri,http://www.wikidata.org/entity/Q10924975,uri,http://www.wikidata.org/entity/Q121802,literal,Kadsura coccinea,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,554572-1,en,literal,beta-sitosterol,,,literal,10.1002/CHIN.200706168,literal,19044-06-5
86,uri,http://www.wikidata.org/entity/Q11066007,uri,http://www.wikidata.org/entity/Q104968137,literal,Kadsura heteroclita,literal,CQMNBAQXESFULW-KYQDYEABSA-N,literal,O=C1OC(C)(C)C2C(C=C1)=CC3=C(CC2)C4(C)CCC(C(C)C5OC(=O)C(=CC5)C)C4(C)C(OC(=O)C)C3,literal,554576-1,en,literal,"[(9R,13S,16R,17R,18S)-8,8,13,17-tetramethyl-16-[(1S)-1-[(2R)-5-methyl-6-oxo-2,3-dihydropyran-2-yl]ethyl]-6-oxo-7-oxatetracyclo[10.7.0.03,9.013,17]nonadeca-1(12),2,4-trien-18-yl] acetate",,,literal,10.1055/S-2005-916263,,
87,uri,http://www.wikidata.org/entity/Q11066007,uri,http://www.wikidata.org/entity/Q104968137,literal,Kadsura heteroclita,literal,CQMNBAQXESFULW-KYQDYEABSA-N,literal,O=C1OC(C)(C)C2C(C=C1)=CC3=C(CC2)C4(C)CCC(C(C)C5OC(=O)C(=CC5)C)C4(C)C(OC(=O)C)C3,literal,554576-1,en,literal,"[(9R,13S,16R,17R,18S)-8,8,13,17-tetramethyl-16-[(1S)-1-[(2R)-5-methyl-6-oxo-2,3-dihydropyran-2-yl]ethyl]-6-oxo-7-oxatetracyclo[10.7.0.03,9.013,17]nonadeca-1(12),2,4-trien-18-yl] acetate",,,literal,10.1002/HLCA.200790124,,
88,uri,http://www.wikidata.org/entity/Q10924975,uri,http://www.wikidata.org/entity/Q27135911,literal,Kadsura coccinea,literal,JFBLYFBBLCKNMR-LPWDXZGXSA-N,literal,CC1C(C(C2=CC(=C(C(=C2C3=C(C4=C(C=C3C1OC(=O)C)OCO4)OC)OC)OC)OC)OC(=O)C)C,literal,554572-1,en,literal,ananolignan F,literal,CHEMBL1782114,literal,10.1021/NP1009288,,
89,uri,http://www.wikidata.org/entity/Q10924975,uri,http://www.wikidata.org/entity/Q27135915,literal,Kadsura coccinea,literal,XGDOIOYKMDUTAI-OERBGBPFSA-N,literal,CCCC(=O)OC1C(C(C(C2=CC(=C(C(=C2C3=C(C4=C(C=C13)OCO4)OC)OC)OC)OC)OC(=O)C)C)C,literal,554572-1,en,literal,ananolignan I,literal,CHEMBL1782117,literal,10.1021/NP1009288,,
90,uri,http://www.wikidata.org/entity/Q11066007,uri,http://www.wikidata.org/entity/Q104390679,literal,Kadsura heteroclita,literal,JEJFTTRHGBKKEI-KBPBESRZSA-N,literal,O(C1=CC2=C(C(OC)=C1OC)C3=C(OC)C(OC)=C(OC)C=C3CC(C)C(C)C2)C,literal,554576-1,en,literal,Deoxyschisandrin,,,literal,10.1016/S0968-0896(97)00118-1,,
91,uri,http://www.wikidata.org/entity/Q10924975,uri,http://www.wikidata.org/entity/Q110173023,literal,Kadsura coccinea,literal,JFBLYFBBLCKNMR-UHFFFAOYSA-N,literal,O=C(OC1C=2C=C(OC)C(OC)=C(OC)C2C3=C(OC)C=4OCOC4C=C3C(OC(=O)C)C(C)C1C)C,literal,554572-1,en,literal,"(8-Acetyloxy-3,4,5,19-tetramethoxy-9,10-dimethyl-15,17-dioxatetracyclo[10.7.0.02,7.014,18]nonadeca-1(19),2,4,6,12,14(18)-hexaen-11-yl) acetate",,,literal,10.1021/NP1009288,,
92,uri,http://www.wikidata.org/entity/Q10932548,uri,http://www.wikidata.org/entity/Q105120643,literal,Kadsura polysperma,literal,IUKCHGGUYYPBRQ-IWDOIMSMSA-N,literal,O=C(OC1C2=CC=3OCOC3C(OC)=C2C=4C(OC)=C(OC)C(OC)=CC4C(C(=O)C(=CC)C)C(C)C1C)CC,literal,554592-1,en,literal,"[(8R,9R,10R,11R)-3,4,5,19-tetramethoxy-9,10-dimethyl-8-[(E)-2-methylbut-2-enoyl]-15,17-dioxatetracyclo[10.7.0.02,7.014,18]nonadeca-1(19),2,4,6,12,14(18)-hexaen-11-yl] propanoate",,,literal,10.1021/NP200937H,,
93,uri,http://www.wikidata.org/entity/Q11066007,uri,http://www.wikidata.org/entity/Q104400908,literal,Kadsura heteroclita,literal,NACPYYYBTUKNNL-DITIAMETSA-N,literal,O=C(OC1C2=CC=3OCOC3C=4OCC5(C(OC)=C(OC)C(=O)C=C5CC(C)C1C)C42)C(=CC)C,literal,554576-1,en,literal,"[(1S,12S,13R,14R)-19,20-dimethoxy-13,14-dimethyl-18-oxo-3,6,8-trioxapentacyclo[9.9.1.01,16.04,21.05,9]henicosa-4(21),5(9),10,16,19-pentaen-12-yl] (Z)-2-methylbut-2-enoate",,,literal,10.1016/0031-9422(92)90049-V,,
94,uri,http://www.wikidata.org/entity/Q11066007,uri,http://www.wikidata.org/entity/Q104400908,literal,Kadsura heteroclita,literal,NACPYYYBTUKNNL-DITIAMETSA-N,literal,O=C(OC1C2=CC=3OCOC3C=4OCC5(C(OC)=C(OC)C(=O)C=C5CC(C)C1C)C42)C(=CC)C,literal,554576-1,en,literal,"[(1S,12S,13R,14R)-19,20-dimethoxy-13,14-dimethyl-18-oxo-3,6,8-trioxapentacyclo[9.9.1.01,16.04,21.05,9]henicosa-4(21),5(9),10,16,19-pentaen-12-yl] (Z)-2-methylbut-2-enoate",,,literal,10.1248/CPB.40.1510,,
95,uri,http://www.wikidata.org/entity/Q11066007,uri,http://www.wikidata.org/entity/Q104400908,literal,Kadsura heteroclita,literal,NACPYYYBTUKNNL-DITIAMETSA-N,literal,O=C(OC1C2=CC=3OCOC3C=4OCC5(C(OC)=C(OC)C(=O)C=C5CC(C)C1C)C42)C(=CC)C,literal,554576-1,en,literal,"[(1S,12S,13R,14R)-19,20-dimethoxy-13,14-dimethyl-18-oxo-3,6,8-trioxapentacyclo[9.9.1.01,16.04,21.05,9]henicosa-4(21),5(9),10,16,19-pentaen-12-yl] (Z)-2-methylbut-2-enoate",,,literal,10.1021/NP0105127,,
96,uri,http://www.wikidata.org/entity/Q10932548,uri,http://www.wikidata.org/entity/Q104980307,literal,Kadsura polysperma,literal,DHKOFLWROPIHJS-HWDZMEBBSA-N,literal,O=C(OC1C=2C=C(OC)C(OC)=C(OC)C2C3=C(OC)C=4OCOC4C=C3C(OC(=O)C(=CC)C)C(C)C1C)C=CC=5C=CC=CC5,literal,554592-1,en,literal,Polysperlignan E,,,literal,10.1021/NP200937H,,
97,uri,http://www.wikidata.org/entity/Q11066007,uri,http://www.wikidata.org/entity/Q104958334,literal,Kadsura heteroclita,literal,CGWKMZYZZCWGCK-YSKMNHBWSA-N,literal,O=C(OC1C2=CC=3OCOC3C=4OCC5(C(=O)C(OC)=C(OC)C=C5CC(C)C1C)C42)C(=CC)C,literal,554576-1,en,literal,"(1S,12R,13R,14R)-18,19-dimethoxy-13,14-dimethyl-20-oxo-3,6,8-trioxapentacyclo[9.9.1.0¹,¹⁶.0⁴,²¹.0⁵,⁹]henicosa-4(21),5(9),10,16,18-pentaen-12-yl (2Z)-2-methylbut-2-enoate",,,literal,10.1021/NP0105127,,
98,uri,http://www.wikidata.org/entity/Q10932548,uri,http://www.wikidata.org/entity/Q105237604,literal,Kadsura polysperma,literal,RJNFPPNSBKKMPE-LUYLZTFTSA-N,literal,O=C1OC(CC=C1C)C(C)C2CCC3(C)C4CCC(C(=C)C)C5(CCC(=O)O)CC45CC(OC(=O)C)C23C,literal,554592-1,en,literal,Polysperlactone B,,,literal,10.1002/HLCA.200790124,,
99,uri,http://www.wikidata.org/entity/Q11066007,uri,http://www.wikidata.org/entity/Q104997811,literal,Kadsura heteroclita,literal,FMEQLOQKWWMQQN-HTGLOVNISA-N,literal,O=C(OC1=C(OC)C(OC)=CC2=C1C3=C(OC)C=4OCOC4C=C3C(O)C(C)C(C)C2)C,literal,554576-1,en,literal,"[(9R,10R,11S)-11-hydroxy-4,5,19-trimethoxy-9,10-dimethyl-15,17-dioxatetracyclo[10.7.0.02,7.014,18]nonadeca-1(19),2,4,6,12,14(18)-hexaen-3-yl] acetate",,,literal,10.1021/NP200937H,,
100,uri,http://www.wikidata.org/entity/Q10924975,uri,http://www.wikidata.org/entity/Q15425792,literal,Kadsura coccinea,literal,RNIZTMIJCBCDBR-XJSVZPCESA-N,literal,CC1C(C2C3=CC(=C(C(=C3C4=C(C5=C(C=C4C1O2)OCO5)OC)OC)OC)OC)C,literal,554572-1,en,literal,Neokadsuranin,literal,CHEMBL485477,literal,10.1016/0031-9422(94)00757-K,,
101,uri,http://www.wikidata.org/entity/Q10924975,uri,http://www.wikidata.org/entity/Q15425792,literal,Kadsura coccinea,literal,RNIZTMIJCBCDBR-XJSVZPCESA-N,literal,CC1C(C2C3=CC(=C(C(=C3C4=C(C5=C(C=C4C1O2)OCO5)OC)OC)OC)OC)C,literal,554572-1,en,literal,Neokadsuranin,literal,CHEMBL485477,literal,10.1016/0031-9422(94)00557-A,,
102,uri,http://www.wikidata.org/entity/Q10932548,uri,http://www.wikidata.org/entity/Q104945694,literal,Kadsura polysperma,literal,BTKZCBGTFRTOHM-YWBQJDOZSA-N,literal,O=C(OC1C=2C=C(OC)C(OC)=C(OC)C2C3=C(OC)C=4OCOC4C=C3C(OC(=O)CC)C(C)C1C)C(=CC)C,literal,554592-1,en,literal,tiegusanin I,,,literal,10.1021/NP200937H,,
103,uri,http://www.wikidata.org/entity/Q10924975,uri,http://www.wikidata.org/entity/Q110173170,literal,Kadsura coccinea,literal,PPTXQFNYNVVYPV-UHFFFAOYSA-N,literal,O=C(OC1C=2C=C(OC)C(OC)=C(OC)C2C3=C(OC)C=4OCOC4C=C3C(O)C(C)C1C)C,literal,554572-1,en,literal,"(11-Hydroxy-3,4,5,19-tetramethoxy-9,10-dimethyl-15,17-dioxatetracyclo[10.7.0.02,7.014,18]nonadeca-1(19),2,4,6,12,14(18)-hexaen-8-yl) acetate",,,literal,10.1021/NP1009288,,
104,uri,http://www.wikidata.org/entity/Q10932548,uri,http://www.wikidata.org/entity/Q105171877,literal,Kadsura polysperma,literal,MTTZZBYDFMAIFV-UONFBJKUSA-N,literal,O=C(OC1=C(OC)C(OC)=CC2=C1C3=C(OC)C(OC)=C(OC)C=C3C(O)C(C)C(C)C2)C(=CC)C,literal,554592-1,en,literal,"[(9R,10R,11R)-11-hydroxy-4,5,14,15,16-pentamethoxy-9,10-dimethyl-3-tricyclo[10.4.0.02,7]hexadeca-1(16),2,4,6,12,14-hexaenyl] (E)-2-methylbut-2-enoate",,,literal,10.1021/NP200937H,,
105,uri,http://www.wikidata.org/entity/Q10924975,uri,http://www.wikidata.org/entity/Q15410900,literal,Kadsura coccinea,literal,NPJICTMALKLTFW-OFUAXYCQSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C,literal,554572-1,en,literal,sitogluside,literal,CHEMBL506678,literal,10.1002/CHIN.200706168,literal,474-58-8
