,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structureLabel.xml:lang,structureLabel.type,structureLabel,ipniID.type,ipniID,refDOI.type,refDOI,structure_cas.type,structure_cas,chembl_id.type,chembl_id
49,uri,http://www.wikidata.org/entity/Q15547724,uri,http://www.wikidata.org/entity/Q105122832,literal,Veratrum shanense,literal,IYNBEJALSUEFDB-UHFFFAOYSA-N,literal,OC1CC2=CCC3C(CCC4(C)C3CCC4C(O)(C)C5NCC(C)CC5)C2(C)CC1,en,literal,"17-[1-hydroxy-1-(5-methylpiperidin-2-yl)ethyl]-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",literal,543531-1,literal,10.1016/S0040-4020(03)00882-2,,,,
50,uri,http://www.wikidata.org/entity/Q24692764,uri,http://www.wikidata.org/entity/Q105266306,literal,Veratrum album var. oxysepalum,literal,TWZQQKSYGPDWKZ-XWSVNKOBSA-N,literal,O=C(OC1C(O)C2C3(O)C(OC(=O)C(C)CC)C(O)C4C(CN5CC(C)CCC5C4(O)C)C3CC62OC7(O)C(OC(=O)C(O)(C)CC)CCC6(C)C17)C,,literal,Q105266306,literal,262864-2,literal,10.1007/BF00579668,,,,
51,uri,http://www.wikidata.org/entity/Q15547724,uri,http://www.wikidata.org/entity/Q105183145,literal,Veratrum shanense,literal,NPNDUIMQBJIGQS-UHFFFAOYSA-N,literal,OC1CCC2(C)C3CCC4C5(O)C(O)C(O)C6C(CN7CC(C)CCC7C6(O)C)C5CC42OC13O,en,literal,"6,10,19-Trimethyl-24-oxa-4-azaheptacyclo[12.12.0.02,11.04,9.015,25.018,23.019,25]hexacosane-10,12,13,14,22,23-hexol",literal,543531-1,literal,10.1002/RCM.2909,,,,
52,uri,http://www.wikidata.org/entity/Q9332551,uri,http://www.wikidata.org/entity/Q105008285,literal,Schoenocaulon officinale,literal,GGQVPULXXVQLRT-CUYWLFDKSA-N,literal,OC1=CC=C(C=CC=2C=C(O)C=C(OC3OC(CO)C(O)C(O)C3O)C2)C(O)=C1,en,literal,Oxyresveratrol 3'-O-beta-D-glucopyranoside,literal,540614-1,literal,10.1248/CPB.50.863,literal,144525-40-6,,
53,uri,http://www.wikidata.org/entity/Q11116337,uri,http://www.wikidata.org/entity/Q104395873,literal,Zigadenus sibiricus,literal,LQZYJVWXEFXUJG-GJNBTCBISA-N,literal,O=C(OC1CCC2(C)C3CCC4C5(O)C(O)C(O)C6C(CN7CC(C)CCC7C6(O)C)C5CC42OC13O)C8=CC=C(OC)C(OC)=C8,en,literal,"[(1S,2S,6S,9S,11R,12R,13S,14S,15S,18S,19S,22S,23S,25R)-10,12,13,14,23-pentahydroxy-6,10,19-trimethyl-24-oxa-4-azaheptacyclo[12.12.0.02,11.04,9.015,25.018,23.019,25]hexacosan-22-yl] 3,4-dimethoxybenzoate",literal,543855-1,literal,10.1007/BF00574208,,,,
54,uri,http://www.wikidata.org/entity/Q15250569,uri,http://www.wikidata.org/entity/Q105199918,literal,Veratrum oblongum,literal,OTYDNJCLSWPYRM-OLGPYGSWSA-N,literal,O=C(OC1CCC2(C)C3CCC4C5(O)C(O)C(O)C6C(CN7CC(C)CCC7C6(O)C)C5CC42OCC13O)C8=CC=C(O)C(OC)=C8,en,literal,"[(1S,2S,5S,6S,9S,10S,13R,15S,16S,20S,23S,24S,25R,26R,27S)-1,10,24,26,27-pentahydroxy-6,20,24-trimethyl-12-oxa-18-azaheptacyclo[13.12.0.02,13.05,10.06,13.016,25.018,23]heptacosan-9-yl] 4-hydroxy-3-methoxybenzoate",literal,543518-1,literal,10.1016/0031-9422(94)00672-G,,,,
55,uri,http://www.wikidata.org/entity/Q85216122,uri,http://www.wikidata.org/entity/Q105314840,literal,Veratrum viride var. eschscholtzianum,literal,WXQHVBNTINGJJR-UHFFFAOYSA-N,literal,OCC1OC(OC2CC3=CCC4C5=CC=C(C(=C5CC4C3(C)CC2)C)C(C)C6NCC(C)CC6O)C(O)C(O)C1O,en,literal,veratrosine,literal,77188798-1,literal,10.1021/JA01105A032,,,,
56,uri,http://www.wikidata.org/entity/Q10905961,uri,http://www.wikidata.org/entity/Q104945242,literal,Paris polyphylla var. chinensis,literal,BSGKCEAVSSADJL-HJHSQOMBSA-N,literal,O=C1C=C2CC(OC3OC(CO)C(OC4OC(CO)C(O)C4O)C(O)C3OC5OC(C)C(O)C(O)C5O)CCC2(C)C6CCC7(C)C(CC8OC9(OCC(C)CC9)C(C)C87)C16,en,literal,Kingianoside K,literal,77188961-1,literal,10.1016/J.JPBA.2011.12.027,,,,
57,uri,http://www.wikidata.org/entity/Q90433019,uri,http://www.wikidata.org/entity/Q105381580,literal,Chamaelirium japonicum,literal,ZQNYDKADAGQIHK-STDVCSQOSA-N,literal,O=C1CC(C)C2C(OC1C(C)C)CC3C4CC(=O)C5CC(O)CCC5(C)C4C(O)CC32C,en,literal,"(1S,2R,4S,6R,9R,10S,11S,13R,14S,15R,18S,20R)-13,18-dihydroxy-9,11,15-trimethyl-6-propan-2-yl-5-oxapentacyclo[12.8.0.02,11.04,10.015,20]docosane-7,21-dione",literal,77163562-1,literal,10.1002/JLAC.19707420122,,,,
58,uri,http://www.wikidata.org/entity/Q2706129,uri,http://www.wikidata.org/entity/Q110177979,literal,Chamaelirium luteum,literal,SEWNNXVVYUZUPK-KSONHHPJSA-N,literal,O=C(OCC(C)CCC(OC(=O)C)C(C)C1C(OC(=O)C)CC2C3CC=C4CC(OC(=O)C)CCC4(C)C3CCC21C)C,en,literal,"[(2R,5S,6S)-5-acetyloxy-6-[(3S,8S,9S,10R,13S,14S,16S,17R)-3,16-diacetyloxy-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl]-2-methylheptyl] acetate",literal,532651-1,literal,10.1021/NP300393Y,,,,
59,uri,http://www.wikidata.org/entity/Q15250569,uri,http://www.wikidata.org/entity/Q105338203,literal,Veratrum oblongum,literal,XPDKTLXWJFTMIC-BILFOFRJSA-N,literal,O=C(OC1CCC2(C)C3CCC4C5(O)C(O)C(O)C6C(CN7CC(C)CCC7C6(O)C)C5CC42OCC13O)C8=CC=C(OC)C(OC)=C8,en,literal,"[(1S,2S,5S,6S,9S,10S,13R,15S,16S,20S,23S,24S,25R,26R,27S)-1,10,24,26,27-pentahydroxy-6,20,24-trimethyl-12-oxa-18-azaheptacyclo[13.12.0.02,13.05,10.06,13.016,25.018,23]heptacosan-9-yl] 3,4-dimethoxybenzoate",literal,543518-1,literal,10.1016/0031-9422(94)00672-G,,,,
60,uri,http://www.wikidata.org/entity/Q90433019,uri,http://www.wikidata.org/entity/Q105195528,literal,Chamaelirium japonicum,literal,OOPLZEWRAYHKSF-ZUTFUHTKSA-N,literal,O=C1CC2C3CC4OC(C(=O)C(C)C)CC(C)C4C3(C)CC(O)C2C5(C)CCC(O)CC15,en,literal,"(1S,2S,4S,6R,8S,9R,10S,12R,13S,14R,17S,19R)-12,17-dihydroxy-8,10,14-trimethyl-6-(2-methylpropanoyl)-5-oxapentacyclo[11.8.0.02,10.04,9.014,19]henicosan-20-one",literal,77163562-1,literal,10.1002/JLAC.19707420122,,,,
61,uri,http://www.wikidata.org/entity/Q15250569,uri,http://www.wikidata.org/entity/Q105262887,literal,Veratrum oblongum,literal,SWTXHUUBYZNDAJ-MGAYZLBWSA-N,literal,OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C)C5NCC(C)CC5)C2(C)CC1,en,literal,"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(1S)-1-[(2S,5R)-5-methylpiperidin-2-yl]ethyl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",literal,543518-1,literal,10.1016/0031-9422(94)00672-G,,,,
62,uri,http://www.wikidata.org/entity/Q2706129,uri,http://www.wikidata.org/entity/Q110177968,literal,Chamaelirium luteum,literal,ISKGGEOAHJUSOP-OQRWGDMKSA-N,literal,O=C(OC1C(O)C(O)C(OC1C)OC(C(O)CC(C)C2C(O)CC3C4CC(O)C5CC(OC6OC(COC7OC(CO)C(O)C(O)C7O)C(O)C(O)C6O)CCC5(C)C4CCC32C)C(C)C)C,en,literal,chamaeliroside C,literal,532651-1,literal,10.1021/NP300393Y,,,,
63,uri,http://www.wikidata.org/entity/Q9332551,uri,http://www.wikidata.org/entity/Q104667776,literal,Schoenocaulon officinale,literal,YGQPMDDXSJHKJT-VUNDNAJOSA-N,literal,OC=1C=C(OC2OC(CO)C(O)C(O)C2O)C=C(C=CC3=CC=C(OC4OC(CO)C(O)C(O)C4O)C=C3)C1,en,literal,Mulberroside E,literal,540614-1,literal,10.1248/CPB.50.863,,,,
64,uri,http://www.wikidata.org/entity/Q24692764,uri,http://www.wikidata.org/entity/Q105035469,literal,Veratrum album var. oxysepalum,literal,HYTGGNIMZXFORS-VKBQQRHBSA-N,literal,O=C(OC1C(OC(=O)C)C2C3(O)C(OC(=O)C(C)CC)C(O)C4C(CN5CC(C)CCC5C4(O)C)C3CC62OC7(O)C(OC(=O)C(O)(C)CC)CCC6(C)C17)C,,literal,Q105035469,literal,262864-2,literal,10.1007/BF00579668,,,,
65,uri,http://www.wikidata.org/entity/Q2706129,uri,http://www.wikidata.org/entity/Q110172853,literal,Chamaelirium luteum,literal,LXXFNSODUDJHAV-UHFFFAOYSA-N,literal,OCC1OC(OCC(C)CCC(O)C(C)C2C(O)CC3C4CC=C5CC(OC6OC(CO)C(O)C(O)C6O)CCC5(C)C4C(O)CC32C)C(O)C(O)C1O,en,literal,"2-[6-[11,16-dihydroxy-10,13-dimethyl-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl]-5-hydroxy-2-methylheptoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",literal,532651-1,literal,10.1021/NP200100A,,,,
66,uri,http://www.wikidata.org/entity/Q90433019,uri,http://www.wikidata.org/entity/Q105195527,literal,Chamaelirium japonicum,literal,OOPLZEWRAYHKSF-WAOAQFIKSA-N,literal,O=C1CC2C3CC4OC(C(=O)C(C)C)CC(C)C4C3(C)CC(O)C2C5(C)CCC(O)CC15,en,literal,"(1S,2R,4R,6S,8R,9S,10S,12R,13S,14R,17S,19S)-12,17-dihydroxy-8,10,14-trimethyl-6-(2-methylpropanoyl)-5-oxapentacyclo[11.8.0.02,10.04,9.014,19]henicosan-20-one",literal,77163562-1,literal,10.1002/JLAC.19707420122,,,,
67,uri,http://www.wikidata.org/entity/Q15250569,uri,http://www.wikidata.org/entity/Q105156021,literal,Veratrum oblongum,literal,LQZYJVWXEFXUJG-UHFFFAOYSA-N,literal,O=C(OC1CCC2(C)C3CCC4C5(O)C(O)C(O)C6C(CN7CC(C)CCC7C6(O)C)C5CC42OC13O)C8=CC=C(OC)C(OC)=C8,en,literal,Veratroylzygadenin,literal,543518-1,literal,10.1007/BF00580584,,,,
68,uri,http://www.wikidata.org/entity/Q15250569,uri,http://www.wikidata.org/entity/Q105156021,literal,Veratrum oblongum,literal,LQZYJVWXEFXUJG-UHFFFAOYSA-N,literal,O=C(OC1CCC2(C)C3CCC4C5(O)C(O)C(O)C6C(CN7CC(C)CCC7C6(O)C)C5CC42OC13O)C8=CC=C(OC)C(OC)=C8,en,literal,Veratroylzygadenin,literal,543518-1,literal,10.1007/BF00575783,,,,
69,uri,http://www.wikidata.org/entity/Q3849177,uri,http://www.wikidata.org/entity/Q105252607,literal,Toxicoscordion venenosum,literal,SGTJIQOCQLGWBX-UQTBZQPJSA-N,literal,O=C(OC1CCC2(C)C3CC(O)C4C5(O)C(O)C(O)C6C(CN7CC(C)CCC7C6(O)C)C5CC42OC13O)C(C)CC,en,literal,"[(1S,2S,6S,9S,10S,11R,12R,13S,14S,15S,16R,18S,19S,22S,23S,25R)-10,12,13,14,16,23-hexahydroxy-6,10,19-trimethyl-24-oxa-4-azaheptacyclo[12.12.0.02,11.04,9.015,25.018,23.019,25]hexacosan-22-yl] (2R)-2-methylbutanoate",literal,255815-2,literal,10.1021/JA01650A080,,,,
70,uri,http://www.wikidata.org/entity/Q3849177,uri,http://www.wikidata.org/entity/Q105195983,literal,Toxicoscordion venenosum,literal,OPCXCFMPHIBOMS-ZUNZDKPLSA-N,literal,O=C(OC1CCC2(C)C3CC(O)C4C5(O)C(OC(=O)C(C)CC)C(O)C6C(CN7CC(C)CCC7C6(O)C)C5CC42OC13O)C,en,literal,"[(1S,2S,6S,9S,10S,11R,12R,13S,14S,15S,16R,18S,19S,22S,23S,25R)-22-acetyloxy-10,12,14,16,23-pentahydroxy-6,10,19-trimethyl-24-oxa-4-azaheptacyclo[12.12.0.02,11.04,9.015,25.018,23.019,25]hexacosan-13-yl] (2R)-2-methylbutanoate",literal,255815-2,literal,10.1021/JA01650A080,literal,465-77-0,,
71,uri,http://www.wikidata.org/entity/Q10905961,uri,http://www.wikidata.org/entity/Q104977541,literal,Paris polyphylla var. chinensis,literal,DEUSODBYLVUUQI-CRUCUECZSA-N,literal,OCC1OC(OC2C(O)C(OC3OC(C)C(O)C(O)C3O)C(OC4CC5=CCC6C(CCC7(C)C6CC8OC9(OCC(C)CC9)C(C)C87O)C5(C)CC4)OC2CO)C(O)C1O,en,literal,Polyphyllin H,literal,77188961-1,literal,10.1007/S10600-007-0225-8,,,,
72,uri,http://www.wikidata.org/entity/Q10905961,uri,http://www.wikidata.org/entity/Q105284493,literal,Paris polyphylla var. chinensis,literal,VEBKJZQPCDTUSG-HIYPFGPUSA-N,literal,O=C1OC2CC3C4CC=C5CC(O)CC(OC6OC(CO)C(O)C(OC7OCC(O)C(O)C7O)C6OC8OC(C)C(O)C(O)C8O)C5(C)C4CCC3(C)C2C1CO,,literal,Q105284493,literal,77188961-1,literal,10.1007/S10600-007-0225-8,,,,
73,uri,http://www.wikidata.org/entity/Q2706129,uri,http://www.wikidata.org/entity/Q110177971,literal,Chamaelirium luteum,literal,CMQFLGLLNCCPHC-SBPNEGEBSA-N,literal,OC1CCC2(C)C3CCC4(C)C(CC(O)C4C(C)CC(O)C(O)C(C)C)C3CC(O)C2C1,en,literal,"(23R,24S)-Chiograsterol B",literal,532651-1,literal,10.1021/NP300393Y,,,,
74,uri,http://www.wikidata.org/entity/Q15250569,uri,http://www.wikidata.org/entity/Q105262894,literal,Veratrum oblongum,literal,SWTXHUUBYZNDAJ-VRGRAEQESA-N,literal,OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C)C5NCC(C)CC5)C2(C)CC1,en,literal,"(3S,8R,9S,10R,13S,14S,17R)-10,13-dimethyl-17-[(1S)-1-[(2R,5S)-5-methylpiperidin-2-yl]ethyl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",literal,543518-1,literal,10.1016/0031-9422(94)00672-G,,,,
75,uri,http://www.wikidata.org/entity/Q2706129,uri,http://www.wikidata.org/entity/Q110177345,literal,Chamaelirium luteum,literal,BYQBLXOEOJKCOU-RUNVMKEQSA-N,literal,O=C1CC2C(CCC3(C)C2CC(O)C3C(C)CC(O)C(OC4OC(C)C(O)C(O)C4O)C(C)C)C5(C)CCC(OC6OC(COC7OC(CO)C(O)C(O)C7O)C(O)C(O)C6O)CC15,en,literal,6-dehydrochamaeliroside B,literal,532651-1,literal,10.1021/NP300393Y,,,,
76,uri,http://www.wikidata.org/entity/Q12606851,uri,http://www.wikidata.org/entity/Q104941050,literal,Veratrum maackii var. japonicum,literal,BOYXOJOWITVWLQ-UHFFFAOYSA-N,literal,OC1CCC2(C)C3CC(OC13)C4C2CC5C6CN7CC(C)CCC7C(O)(C)C6C(O)CC54O,en,literal,"7,11,19-Trimethyl-26-oxa-13-azaheptacyclo[21.2.1.02,18.03,16.06,15.08,13.019,24]hexacosane-3,5,7,22-tetrol",,,literal,10.1248/CPB.59.909,,,,
77,uri,http://www.wikidata.org/entity/Q2706129,uri,http://www.wikidata.org/entity/Q110172852,literal,Chamaelirium luteum,literal,IWGAWRNAVDMCGX-UHFFFAOYSA-N,literal,OCC(C)CCC(O)C(C)C1C(O)CC2C3CC=C4CC(OC5OC(CO)C(O)C(O)C5O)CCC4(C)C3C(O)CC21C,en,literal,"2-[[17-(3,7-dihydroxy-6-methylheptan-2-yl)-11,16-dihydroxy-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol",literal,532651-1,literal,10.1021/NP200100A,,,,
78,uri,http://www.wikidata.org/entity/Q10905961,uri,http://www.wikidata.org/entity/Q105203832,literal,Paris polyphylla var. chinensis,literal,OZIHYFWYFUSXIS-YWLRULTRSA-N,literal,OCC1OC(OC2CC3=CCC4C(CCC5(C)C4CC6OC7(OCC(C)CC7)C(C)C65)C3(C)CC2)C(OC8OC(C)C(O)C(O)C8O)C(O)C1OC9OC(C)C(OC%10OC(C)C(O)C(O)C%10O)C(O)C9O,,literal,Q105203832,literal,77188961-1,literal,10.1016/0192-0561(90)90042-L,,,,
79,uri,http://www.wikidata.org/entity/Q2706129,uri,http://www.wikidata.org/entity/Q110176457,literal,Chamaelirium luteum,literal,LXXFNSODUDJHAV-WHHFEMLGSA-N,literal,OCC1OC(OCC(C)CCC(O)C(C)C2C(O)CC3C4CC=C5CC(OC6OC(CO)C(O)C(O)C6O)CCC5(C)C4C(O)CC32C)C(O)C(O)C1O,en,literal,Heloside A,literal,532651-1,literal,10.1021/NP300393Y,,,,
80,uri,http://www.wikidata.org/entity/Q10905961,uri,http://www.wikidata.org/entity/Q1054,literal,Paris polyphylla var. chinensis,literal,GKLVYJBZJHMRIY-UHFFFAOYSA-N,literal,[Tc],en,literal,technetium,literal,77188961-1,literal,10.1016/J.JPBA.2011.12.027,literal,7440-26-8,,
81,uri,http://www.wikidata.org/entity/Q2706129,uri,http://www.wikidata.org/entity/Q110175833,literal,Chamaelirium luteum,literal,YAMRAXXCONEKON-ULNCZGHKSA-N,literal,O=C1CC2C(CCC3(C)C2CC(O)C3C(C)CC(O)C(O)C(C)C)C4(C)CCC(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(O)C5O)CC14,en,literal,6-dehydrochamaeliroside A,literal,532651-1,literal,10.1021/NP300393Y,,,,
82,uri,http://www.wikidata.org/entity/Q85216122,uri,http://www.wikidata.org/entity/Q104888777,literal,Veratrum viride var. eschscholtzianum,literal,HYDDDNUKNMMWBD-UHFFFAOYSA-N,literal,O=C1C2=C(C)C3(OC4CC(C)CNC4C3C)CCC2C5CC=C6CC(OC7OC(CO)C(O)C(O)C7O)CCC6(C)C15,en,literal,"3',6',10,11b-tetramethyl-11-oxo-1,2,3,3a',4,4',5',6,6',6a,6b,7,7',7a',8,11,11a,11b-octadecahydro-3'H-spiro[benzo[a]fluorene-9,2'-furo[3,2-b]pyridin]-3-yl hexopyranoside",literal,77188798-1,literal,10.1021/JA01105A032,,,,
83,uri,http://www.wikidata.org/entity/Q9332551,uri,http://www.wikidata.org/entity/Q105033280,literal,Schoenocaulon officinale,literal,HSTZMXCBWJGKHG-JTHNCSCQSA-N,literal,OC1=CC=C(C=C1)C=CC=2C=C(O)C=C(OC3OC(CO)C(O)C(O)C3O)C2,en,literal,"(2S,3R,4S,5R,6R)-2-[3-hydroxy-5-[(E)-2-(4-hydroxyphenyl)ethenyl]phenoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",literal,540614-1,literal,10.1248/CPB.50.863,,,,
84,uri,http://www.wikidata.org/entity/Q12606851,uri,http://www.wikidata.org/entity/Q105240877,literal,Veratrum maackii var. japonicum,literal,RMMINDRCVQZDMN-UHFFFAOYSA-N,literal,OC1CC2=CCC3C4CC(O)C5C(CN6CC(C)CCC6C5(O)C)C4CC3C2(C)CC1,en,literal,"6,10,23-Trimethyl-4-azahexacyclo[12.11.0.02,11.04,9.015,24.018,23]pentacos-17-ene-10,12,20-triol",,,literal,10.1248/CPB.59.909,,,,
85,uri,http://www.wikidata.org/entity/Q15547724,uri,http://www.wikidata.org/entity/Q104888980,literal,Veratrum shanense,literal,CLEXYFLHGFJONT-UHFFFAOYSA-N,literal,O=C1C2=C(C)C3(OC4CC(C)CNC4C3C)CCC2C5CC=C6CC(O)CCC6(C)C15,en,literal,jervine,literal,543531-1,literal,10.1021/NP980150B,,,,
86,uri,http://www.wikidata.org/entity/Q15547724,uri,http://www.wikidata.org/entity/Q104888980,literal,Veratrum shanense,literal,CLEXYFLHGFJONT-UHFFFAOYSA-N,literal,O=C1C2=C(C)C3(OC4CC(C)CNC4C3C)CCC2C5CC=C6CC(O)CCC6(C)C15,en,literal,jervine,literal,543531-1,literal,10.1007/BF00575783,,,,
87,uri,http://www.wikidata.org/entity/Q24692764,uri,http://www.wikidata.org/entity/Q105160395,literal,Veratrum album var. oxysepalum,literal,MALFODICFSIXPO-KOUXDDQNSA-N,literal,OC1CC2=CCC3C4=CC=C(C(=C4CC3C2(C)CC1)C)C(C)C5NCC(C)CC5O,en,literal,Malfodicfsixpo-kouxddqnsa-,literal,262864-2,literal,10.1021/NP980150B,,,,
88,uri,http://www.wikidata.org/entity/Q10905961,uri,http://www.wikidata.org/entity/Q105149449,literal,Paris polyphylla var. chinensis,literal,LBLWWFIJAZAKHF-BEYGQRHVSA-N,literal,O(C)CC1OC(OC2C(OC(OC3CC4=CCC5C(CCC6(C)C5CC7OC8(OCC(C)CC8)C(C)C76)C4(C)CC3)C(OC9OC(C)C(OC)C(OC)C9OC)C2OC)COC)C(OC)C1OC,,literal,Q105149449,literal,77188961-1,literal,10.1016/S0031-9422(00)81066-3,,,,
89,uri,http://www.wikidata.org/entity/Q24692764,uri,http://www.wikidata.org/entity/Q105132237,literal,Veratrum album var. oxysepalum,literal,JOBMMOBXVRRLOS-UHFFFAOYSA-N,literal,O=C(OC1C(O)C2C(CN3CC(C)CCC3C2(O)C)C4CC56OC7(O)C(OC(=O)C(O)(C)CC)CCC6(C)C7CC(O)C5C14O)C(C)CC,en,literal,"[10,12,14,16,23-Pentahydroxy-6,10,19-trimethyl-13-(2-methylbutanoyloxy)-24-oxa-4-azaheptacyclo[12.12.0.02,11.04,9.015,25.018,23.019,25]hexacosan-22-yl] 2-hydroxy-2-methylbutanoate",literal,262864-2,literal,10.1248/CPB.39.549,,,,
90,uri,http://www.wikidata.org/entity/Q90433019,uri,http://www.wikidata.org/entity/Q105138341,literal,Chamaelirium japonicum,literal,KBMHBZPVMGJISK-XOLKQWSPSA-N,literal,O=C1OC2CC3C4CC(=O)C5CC(O)CCC5(C)C4C(O)CC3(C)C2C(C)C1,en,literal,"(1R,2S,4S,8R,9S,10S,12R,13S,14R,17S,19S)-12,17-dihydroxy-8,10,14-trimethyl-5-oxapentacyclo[11.8.0.02,10.04,9.014,19]henicosane-6,20-dione",literal,77163562-1,literal,10.1002/JLAC.19707420122,,,,
91,uri,http://www.wikidata.org/entity/Q9332551,uri,http://www.wikidata.org/entity/Q105348232,literal,Schoenocaulon officinale,literal,YGQPMDDXSJHKJT-ZSAPNMPZSA-N,literal,OC=1C=C(OC2OC(CO)C(O)C(O)C2O)C=C(C=CC3=CC=C(OC4OC(CO)C(O)C(O)C4O)C=C3)C1,en,literal,"(2R,3R,4S,5R,6S)-2-(hydroxymethyl)-6-[4-[(E)-2-[3-hydroxy-5-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]ethenyl]phenoxy]oxane-3,4,5-triol",literal,540614-1,literal,10.1248/CPB.50.863,,,,
92,uri,http://www.wikidata.org/entity/Q9332551,uri,http://www.wikidata.org/entity/Q105277002,literal,Schoenocaulon officinale,literal,UPUMEBJDZQEUFC-JTHNCSCQSA-N,literal,OC1=CC=C(C=CC=2C=C(O)C=C(O)C2)C(OC3OC(CO)C(O)C(O)C3O)=C1,en,literal,"(2S,3R,4S,5R,6R)-2-[2-[(E)-2-(3,5-dihydroxyphenyl)ethenyl]-5-hydroxyphenoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",literal,540614-1,literal,10.1248/CPB.50.863,,,,
93,uri,http://www.wikidata.org/entity/Q24692764,uri,http://www.wikidata.org/entity/Q105153605,literal,Veratrum album var. oxysepalum,literal,LLORXPNOXSZFTM-RQRQNEFOSA-N,literal,OCC1OC(OC2CC(C)CNC2C(C3=C(C4=CC5C(CC=C6CC(O)CCC65C)C4CC3)C)C)C(O)C(O)C1O,en,literal,"(2R,3R,4S,5S,6R)-2-[(2S,3R,5S)-2-[(1S)-1-[(3S,6aS,6bR,11aR,11bR)-3-hydroxy-10,11b-dimethyl-1,2,3,4,6,6a,6b,7,8,11a-decahydrobenzo[a]fluoren-9-yl]ethyl]-5-methylpiperidin-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",literal,262864-2,literal,10.1002/JLAC.199319930148,,,,
94,uri,http://www.wikidata.org/entity/Q10905961,uri,http://www.wikidata.org/entity/Q105156271,literal,Paris polyphylla var. chinensis,literal,LRRDDWMXYOSKIC-IPKCVOQPSA-N,literal,OCC1OC(OC2C(O)C(OC3OC(C)C(O)C(O)C3O)C(OC4CC5=CCC6C(CCC7(C)C6CC8OC9(OCC(C)CC9)C(C)C87)C5(C)CC4)OC2CO)C(O)C1O,en,literal,Polyphyllin I,literal,77188961-1,literal,10.1007/S10600-007-0225-8,,,,
95,uri,http://www.wikidata.org/entity/Q10905961,uri,http://www.wikidata.org/entity/Q105156271,literal,Paris polyphylla var. chinensis,literal,LRRDDWMXYOSKIC-IPKCVOQPSA-N,literal,OCC1OC(OC2C(O)C(OC3OC(C)C(O)C(O)C3O)C(OC4CC5=CCC6C(CCC7(C)C6CC8OC9(OCC(C)CC9)C(C)C87)C5(C)CC4)OC2CO)C(O)C1O,en,literal,Polyphyllin I,literal,77188961-1,literal,10.1016/S0031-9422(00)81066-3,,,,
96,uri,http://www.wikidata.org/entity/Q9332551,uri,http://www.wikidata.org/entity/Q105314369,literal,Schoenocaulon officinale,literal,WWVMDZBSOTYXPY-PXTPFGJHSA-N,literal,OC=1C=CC=2C=C(OC2C1)C3=CC(O)=CC(OC4OC(CO)C(O)C(O)C4O)=C3,en,literal,"(2S,3R,4S,5S,6S)-2-[3-hydroxy-5-(6-hydroxy-1-benzofuran-2-yl)phenoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",literal,540614-1,literal,10.1248/CPB.50.863,,,,
97,uri,http://www.wikidata.org/entity/Q15538291,uri,http://www.wikidata.org/entity/Q104395873,literal,Anticlea sibirica,literal,LQZYJVWXEFXUJG-GJNBTCBISA-N,literal,O=C(OC1CCC2(C)C3CCC4C5(O)C(O)C(O)C6C(CN7CC(C)CCC7C6(O)C)C5CC42OC13O)C8=CC=C(OC)C(OC)=C8,en,literal,"[(1S,2S,6S,9S,11R,12R,13S,14S,15S,18S,19S,22S,23S,25R)-10,12,13,14,23-pentahydroxy-6,10,19-trimethyl-24-oxa-4-azaheptacyclo[12.12.0.02,11.04,9.015,25.018,23.019,25]hexacosan-22-yl] 3,4-dimethoxybenzoate",literal,530824-1,literal,10.1007/BF00574208,,,,
